ID,revolutions,humidity,vibration,x1,x2,x3,x4,x5
1927,86.312,73.373,19.93,159.685,12.939,1.176345522,7449.761344,5383.597129
1928,86.308,73.373,19.93,159.681,12.935,1.176291006,7449.070864,5383.597129
1929,86.304,73.372,19.93,159.676,12.932,1.176252521,7448.380416,5383.450384
1930,86.3,73.372,19.93,159.672,12.928,1.176198005,7447.69,5383.450384
1931,86.296,73.372,19.93,159.668,12.924,1.176143488,7446.999616,5383.450384
1932,86.292,73.371,19.93,159.663,12.921,1.176105001,7446.309264,5383.303641
1933,86.288,73.371,19.93,159.659,12.917,1.176050483,7445.618944,5383.303641
1934,86.285,73.371,19.93,159.656,12.914,1.176009595,7445.101225,5383.303641
1935,86.281,73.371,19.93,159.652,12.91,1.175955078,7444.410961,5383.303641
1936,86.277,73.37,19.94,159.647,12.907,1.175916587,7443.720729,5383.1569
1937,86.273,73.37,19.94,159.643,12.903,1.175862069,7443.030529,5383.1569
1938,86.269,73.37,19.94,159.639,12.899,1.175807551,7442.340361,5383.1569
1939,86.265,73.369,19.94,159.634,12.896,1.175769058,7441.650225,5383.010161
1940,86.261,73.369,19.94,159.63,12.892,1.175714539,7440.960121,5383.010161
1941,86.258,73.369,19.94,159.627,12.889,1.17567365,7440.442564,5383.010161
1942,86.254,73.368,19.94,159.622,12.886,1.175635154,7439.752516,5382.863424
1943,86.25,73.368,19.94,159.618,12.882,1.175580635,7439.0625,5382.863424
1944,86.246,73.368,19.94,159.614,12.878,1.175526115,7438.372516,5382.863424
1945,86.242,73.367,19.94,159.609,12.875,1.175487617,7437.682564,5382.716689
1946,86.238,73.367,19.95,159.605,12.871,1.175433097,7436.992644,5382.716689
1947,86.234,73.367,19.95,159.601,12.867,1.175378576,7436.302756,5382.716689
1948,86.231,73.366,19.95,159.597,12.865,1.175353706,7435.785361,5382.569956
1949,86.227,73.366,19.95,159.593,12.861,1.175299185,7435.095529,5382.569956
1950,86.223,73.366,19.95,159.589,12.857,1.175244664,7434.405729,5382.569956
1951,86.219,73.365,19.95,159.584,12.854,1.175206161,7433.715961,5382.423225
1952,86.215,73.365,19.95,159.58,12.85,1.175151639,7433.026225,5382.423225
1953,86.211,73.365,19.95,159.576,12.846,1.175097117,7432.336521,5382.423225
1954,86.207,73.364,19.95,159.571,12.843,1.175058612,7431.646849,5382.276496
1955,86.204,73.364,19.95,159.568,12.84,1.17501772,7431.129616,5382.276496
1956,86.2,73.364,19.96,159.564,12.836,1.174963197,7430.44,5382.276496
1957,86.196,73.363,19.96,159.559,12.833,1.17492469,7429.750416,5382.129769
1958,86.192,73.363,19.96,159.555,12.829,1.174870166,7429.060864,5382.129769
1959,86.188,73.363,19.96,159.551,12.825,1.174815643,7428.371344,5382.129769
1960,86.184,73.362,19.96,159.546,12.822,1.174777133,7427.681856,5381.983044
1961,86.18,73.362,19.96,159.542,12.818,1.174722608,7426.9924,5381.983044
1962,86.177,73.362,19.96,159.539,12.815,1.174681715,7426.475329,5381.983044
1963,86.173,73.361,19.96,159.534,12.812,1.174643203,7425.785929,5381.836321
1964,86.169,73.361,19.96,159.53,12.808,1.174588678,7425.096561,5381.836321
1965,86.165,73.361,19.96,159.526,12.804,1.174534153,7424.407225,5381.836321
1966,86.161,73.36,19.97,159.521,12.801,1.174495638,7423.717921,5381.6896
1967,86.157,73.36,19.97,159.517,12.797,1.174441112,7423.028649,5381.6896
1968,86.153,73.36,19.97,159.513,12.793,1.174386587,7422.339409,5381.6896
1969,86.15,73.359,19.97,159.509,12.791,1.174361701,7421.8225,5381.542881
1970,86.146,73.359,19.97,159.505,12.787,1.174307174,7421.133316,5381.542881
1971,86.142,73.359,19.97,159.501,12.783,1.174252648,7420.444164,5381.542881
1972,86.138,73.358,19.97,159.496,12.78,1.174214128,7419.755044,5381.396164
1973,86.134,73.358,19.97,159.492,12.776,1.174159601,7419.065956,5381.396164
1974,86.13,73.358,19.97,159.488,12.772,1.174105074,7418.3769,5381.396164
1975,86.126,73.357,19.97,159.483,12.769,1.174066551,7417.687876,5381.249449
1976,86.123,73.357,19.98,159.48,12.766,1.174025655,7417.171129,5381.249449
1977,86.119,73.357,19.98,159.476,12.762,1.173971127,7416.482161,5381.249449
1978,86.115,73.356,19.98,159.471,12.759,1.173932603,7415.793225,5381.102736
1979,86.111,73.356,19.98,159.467,12.755,1.173878074,7415.104321,5381.102736
1980,86.107,73.356,19.98,159.463,12.751,1.173823545,7414.415449,5381.102736
1981,86.103,73.356,19.98,159.459,12.747,1.173769017,7413.726609,5381.102736
1982,86.099,73.355,19.98,159.454,12.744,1.173730489,7413.037801,5380.956025
1983,86.095,73.355,19.98,159.45,12.74,1.173675959,7412.349025,5380.956025
1984,86.092,73.355,19.98,159.447,12.737,1.173635062,7411.832464,5380.956025
1985,86.088,73.354,19.98,159.442,12.734,1.173596532,7411.143744,5380.809316
1986,86.084,73.354,19.99,159.438,12.73,1.173542002,7410.455056,5380.809316
1987,86.08,73.354,19.99,159.434,12.726,1.173487472,7409.7664,5380.809316
1988,86.076,73.353,19.99,159.429,12.723,1.173448939,7409.077776,5380.662609
1989,86.072,73.353,19.99,159.425,12.719,1.173394408,7408.389184,5380.662609
1990,86.068,73.353,19.99,159.421,12.715,1.173339877,7407.700624,5380.662609
1991,86.065,73.352,19.99,159.417,12.713,1.173314974,7407.184225,5380.515904
1992,86.061,73.352,19.99,159.413,12.709,1.173260443,7406.495721,5380.515904
1993,86.057,73.352,19.99,159.409,12.705,1.173205911,7405.807249,5380.515904
1994,86.053,73.351,19.99,159.404,12.702,1.173167373,7405.118809,5380.369201
1995,86.049,73.351,19.99,159.4,12.698,1.173112841,7404.430401,5380.369201
1996,86.045,73.351,20.0,159.396,12.694,1.173058309,7403.742025,5380.369201
1997,86.041,73.35,20.0,159.391,12.691,1.173019768,7403.053681,5380.2225
1998,86.038,73.35,20.0,159.388,12.688,1.172978868,7402.537444,5380.2225
1999,86.034,73.35,20.0,159.384,12.684,1.172924335,7401.849156,5380.2225
2000,86.03,73.349,20.0,159.379,12.681,1.172885793,7401.1609,5380.075801
2001,86.026,73.349,20.0,159.375,12.677,1.172831259,7400.472676,5380.075801
2002,86.022,73.349,20.0,159.371,12.673,1.172776725,7399.784484,5380.075801
2003,86.018,73.348,20.0,159.366,12.67,1.17273818,7399.096324,5379.929104
2004,86.014,73.348,20.0,159.362,12.666,1.172683645,7398.408196,5379.929104
2005,86.011,73.348,20.0,159.359,12.663,1.172642744,7397.892121,5379.929104
2006,86.007,73.347,20.01,159.354,12.66,1.172604196,7397.204049,5379.782409
2007,86.003,73.347,20.01,159.35,12.656,1.172549661,7396.516009,5379.782409
2008,85.999,73.347,20.01,159.346,12.652,1.172495126,7395.828001,5379.782409
2009,85.995,73.346,20.01,159.341,12.649,1.172456576,7395.140025,5379.635716
2010,85.991,73.346,20.01,159.337,12.645,1.17240204,7394.452081,5379.635716
2011,85.987,73.346,20.0,159.333,12.641,1.172347504,7393.764169,5379.635716
2012,85.984,73.345,20.01,159.329,12.639,1.172322585,7393.248256,5379.489025
2013,85.98,73.345,20.01,159.325,12.635,1.172268048,7392.5604,5379.489025
2014,85.976,73.345,20.01,159.321,12.631,1.172213511,7391.872576,5379.489025
2015,85.972,73.344,20.01,159.316,12.628,1.172174956,7391.184784,5379.342336
2016,85.968,73.344,20.02,159.312,12.624,1.172120419,7390.497024,5379.342336
2017,85.964,73.344,20.02,159.308,12.62,1.172065881,7389.809296,5379.342336
2018,85.96,73.343,20.02,159.303,12.617,1.172027324,7389.1216,5379.195649
2019,85.957,73.343,20.02,159.3,12.614,1.17198642,7388.605849,5379.195649
2020,85.953,73.343,20.02,159.296,12.61,1.171931882,7387.918209,5379.195649
2021,85.949,73.343,20.0,159.292,12.606,1.171877343,7387.230601,5379.195649
2022,85.945,73.342,20.02,159.287,12.603,1.171838783,7386.543025,5379.048964
2023,85.941,73.342,20.02,159.283,12.599,1.171784244,7385.855481,5379.048964
2024,85.937,73.342,20.02,159.279,12.595,1.171729705,7385.167969,5379.048964
2025,85.933,73.341,20.02,159.274,12.592,1.171691141,7384.480489,5378.902281
2026,85.93,73.341,20.03,159.271,12.589,1.171650237,7383.9649,5378.902281
2027,85.926,73.341,20.03,159.267,12.585,1.171595697,7383.277476,5378.902281
2028,85.922,73.34,20.03,159.262,12.582,1.171557131,7382.590084,5378.7556
2029,85.918,73.34,20.03,159.258,12.578,1.171502591,7381.902724,5378.7556
2030,85.914,73.34,20.03,159.254,12.574,1.17144805,7381.215396,5378.7556
2031,85.91,73.339,20.0,159.249,12.571,1.171409482,7380.5281,5378.608921
2032,85.906,73.339,20.03,159.245,12.567,1.171354941,7379.840836,5378.608921
2033,85.902,73.339,20.03,159.241,12.563,1.1713004,7379.153604,5378.608921
2034,85.899,73.338,20.03,159.237,12.561,1.171275464,7378.638201,5378.462244
2035,85.895,73.338,20.03,159.233,12.557,1.171220922,7377.951025,5378.462244
2036,85.891,73.338,20.04,159.229,12.553,1.17116638,7377.263881,5378.462244
2037,85.887,73.337,20.04,159.224,12.55,1.171127807,7376.576769,5378.315569
2038,85.883,73.337,20.04,159.22,12.546,1.171073265,7375.889689,5378.315569
2039,85.879,73.337,20.04,159.216,12.542,1.171018722,7375.202641,5378.315569
2040,85.875,73.336,20.04,159.211,12.539,1.170980146,7374.515625,5378.168896
2041,85.872,73.336,20.0,159.208,12.536,1.170939239,7374.000384,5378.168896
2042,85.868,73.336,20.04,159.204,12.532,1.170884695,7373.313424,5378.168896
2043,85.864,73.335,20.04,159.199,12.529,1.170846117,7372.626496,5378.022225
2044,85.86,73.335,20.04,159.195,12.525,1.170791573,7371.9396,5378.022225
2045,85.856,73.335,20.04,159.191,12.521,1.170737029,7371.252736,5378.022225
2046,85.852,73.334,20.05,159.186,12.518,1.170698448,7370.565904,5377.875556
2047,85.848,73.334,20.05,159.182,12.514,1.170643903,7369.879104,5377.875556
2048,85.845,73.334,20.05,159.179,12.511,1.170602995,7369.364025,5377.875556
2049,85.841,73.333,20.05,159.174,12.508,1.170564412,7368.677281,5377.728889
2050,85.837,73.333,20.05,159.17,12.504,1.170509866,7367.990569,5377.728889
2051,85.833,73.333,20.0,159.166,12.5,1.17045532,7367.303889,5377.728889
2052,85.829,73.332,20.05,159.161,12.497,1.170416735,7366.617241,5377.582224
2053,85.825,73.332,20.05,159.157,12.493,1.170362188,7365.930625,5377.582224
2054,85.821,73.332,20.05,159.153,12.489,1.170307642,7365.244041,5377.582224
2055,85.818,73.332,20.05,159.15,12.486,1.170266732,7364.729124,5377.582224
2056,85.814,73.331,20.06,159.145,12.483,1.170228144,7364.042596,5377.435561
2057,85.81,73.331,20.06,159.141,12.479,1.170173596,7363.3561,5377.435561
2058,85.806,73.331,20.06,159.137,12.475,1.170119049,7362.669636,5377.435561
2059,85.802,73.33,20.06,159.132,12.472,1.170080458,7361.983204,5377.2889
2060,85.798,73.33,20.06,159.128,12.468,1.17002591,7361.296804,5377.2889
2061,85.794,73.33,20.0,159.124,12.464,1.169971362,7360.610436,5377.2889
2062,85.791,73.329,20.06,159.12,12.462,1.169946406,7360.095681,5377.142241
2063,85.787,73.329,20.06,159.116,12.458,1.169891857,7359.409369,5377.142241
2064,85.783,73.329,20.06,159.112,12.454,1.169837309,7358.723089,5377.142241
2065,85.779,73.328,20.06,159.107,12.451,1.169798713,7358.036841,5376.995584
2066,85.775,73.328,20.07,159.103,12.447,1.169744163,7357.350625,5376.995584
2067,85.771,73.328,20.07,159.099,12.443,1.169689614,7356.664441,5376.995584
2068,85.767,73.327,20.07,159.094,12.44,1.169651015,7355.978289,5376.848929
2069,85.764,73.327,20.07,159.091,12.437,1.169610103,7355.463696,5376.848929
2070,85.76,73.327,20.07,159.087,12.433,1.169555553,7354.7776,5376.848929
2071,85.756,73.326,20.0,159.082,12.43,1.169516952,7354.091536,5376.702276
2072,85.752,73.326,20.07,159.078,12.426,1.169462401,7353.405504,5376.702276
2073,85.748,73.326,20.07,159.074,12.422,1.16940785,7352.719504,5376.702276
2074,85.744,73.325,20.07,159.069,12.419,1.169369247,7352.033536,5376.555625
2075,85.74,73.325,20.07,159.065,12.415,1.169314695,7351.3476,5376.555625
2076,85.736,73.325,20.08,159.061,12.411,1.169260143,7350.661696,5376.555625
2077,85.733,73.324,20.08,159.057,12.409,1.169235175,7350.147289,5376.408976
2078,85.729,73.324,20.08,159.053,12.405,1.169180623,7349.461441,5376.408976
2079,85.725,73.324,20.08,159.049,12.401,1.169126071,7348.775625,5376.408976
2080,85.721,73.323,20.08,159.044,12.398,1.169087462,7348.089841,5376.262329
2081,85.717,73.323,20.0,159.04,12.394,1.169032909,7347.404089,5376.262329
2082,85.713,73.323,20.08,159.036,12.39,1.168978356,7346.718369,5376.262329
2083,85.709,73.322,20.08,159.031,12.387,1.168939745,7346.032681,5376.115684
2084,85.706,73.322,20.08,159.028,12.384,1.16889883,7345.518436,5376.115684
2085,85.702,73.322,20.08,159.024,12.38,1.168844276,7344.832804,5376.115684
2086,85.698,73.321,20.09,159.019,12.377,1.168805663,7344.147204,5375.969041
2087,85.694,73.321,20.09,159.015,12.373,1.168751108,7343.461636,5375.969041
2088,85.69,73.321,20.09,159.011,12.369,1.168696554,7342.7761,5375.969041
2089,85.686,73.32,20.09,159.006,12.366,1.168657938,7342.090596,5375.8224
2090,85.682,73.32,20.09,159.002,12.362,1.168603382,7341.405124,5375.8224
2091,85.679,73.32,20.0,158.999,12.359,1.168562466,7340.891041,5375.8224
2092,85.675,73.32,20.09,158.995,12.355,1.168507911,7340.205625,5375.8224
2093,85.671,73.319,20.09,158.99,12.352,1.168469292,7339.520241,5375.675761
2094,85.667,73.319,20.09,158.986,12.348,1.168414736,7338.834889,5375.675761
2095,85.663,73.319,20.09,158.982,12.344,1.168360179,7338.149569,5375.675761
2096,85.659,73.318,20.1,158.977,12.341,1.168321558,7337.464281,5375.529124
2097,85.655,73.318,20.1,158.973,12.337,1.168267001,7336.779025,5375.529124
2098,85.652,73.318,20.1,158.97,12.334,1.168226084,7336.265104,5375.529124
2099,85.648,73.317,20.1,158.965,12.331,1.16818746,7335.579904,5375.382489
2100,85.644,73.317,20.1,158.961,12.327,1.168132902,7334.894736,5375.382489
2101,85.64,73.317,20.0,158.957,12.323,1.168078345,7334.2096,5375.382489
2102,85.636,73.316,20.1,158.952,12.32,1.168039718,7333.524496,5375.235856
2103,85.632,73.316,20.1,158.948,12.316,1.16798516,7332.839424,5375.235856
2104,85.628,73.316,20.1,158.944,12.312,1.167930602,7332.154384,5375.235856
2105,85.625,73.315,20.1,158.94,12.31,1.167905613,7331.640625,5375.089225
2106,85.621,73.315,20.11,158.936,12.306,1.167851054,7330.955641,5375.089225
2107,85.617,73.315,20.11,158.932,12.302,1.167796495,7330.270689,5375.089225
2108,85.613,73.314,20.11,158.927,12.299,1.167757863,7329.585769,5374.942596
2109,85.609,73.314,20.11,158.923,12.295,1.167703304,7328.900881,5374.942596
2110,85.605,73.314,20.11,158.919,12.291,1.167648744,7328.216025,5374.942596
2111,85.601,73.313,20.0,158.914,12.288,1.16761011,7327.531201,5374.795969
2112,85.598,73.313,20.11,158.911,12.285,1.16756919,7327.017604,5374.795969
2113,85.594,73.313,20.11,158.907,12.281,1.167514629,7326.332836,5374.795969
2114,85.59,73.312,20.11,158.902,12.278,1.167475993,7325.6481,5374.649344
2115,85.586,73.312,20.11,158.898,12.274,1.167421432,7324.963396,5374.649344
2116,85.582,73.312,20.12,158.894,12.27,1.16736687,7324.278724,5374.649344
2117,85.578,73.311,20.12,158.889,12.267,1.167328232,7323.594084,5374.502721
2118,85.574,73.311,20.12,158.885,12.263,1.16727367,7322.909476,5374.502721
2119,85.571,73.311,20.12,158.882,12.26,1.167232748,7322.396041,5374.502721
2120,85.567,73.31,20.12,158.877,12.257,1.167194107,7321.711489,5374.3561
2121,85.563,73.31,20.0,158.873,12.253,1.167139544,7321.026969,5374.3561
2122,85.559,73.31,20.12,158.869,12.249,1.167084982,7320.342481,5374.3561
2123,85.555,73.309,20.12,158.864,12.246,1.167046338,7319.658025,5374.209481
2124,85.551,73.309,20.12,158.86,12.242,1.166991775,7318.973601,5374.209481
2125,85.547,73.309,20.12,158.856,12.238,1.166937211,7318.289209,5374.209481
2126,85.543,73.309,20.13,158.852,12.234,1.166882647,7317.604849,5374.209481
2127,85.54,73.308,20.13,158.848,12.232,1.166857642,7317.0916,5374.062864
2128,85.536,73.308,20.13,158.844,12.228,1.166803077,7316.407296,5374.062864
2129,85.532,73.308,20.13,158.84,12.224,1.166748513,7315.723024,5374.062864
2130,85.528,73.307,20.13,158.835,12.221,1.166709864,7315.038784,5373.916249
2131,85.524,73.307,20.13,158.831,12.217,1.166655299,7314.354576,5373.916249
2132,85.52,73.307,20.13,158.827,12.213,1.166600734,7313.6704,5373.916249
2133,85.516,73.306,20.13,158.822,12.21,1.166562082,7312.986256,5373.769636
2134,85.513,73.306,20.13,158.819,12.207,1.166521158,7312.473169,5373.769636
2135,85.509,73.306,20.13,158.815,12.203,1.166466592,7311.789081,5373.769636
2136,85.505,73.305,20.14,158.81,12.2,1.166427938,7311.105025,5373.623025
2137,85.501,73.305,20.14,158.806,12.196,1.166373372,7310.421001,5373.623025
2138,85.497,73.305,20.14,158.802,12.192,1.166318805,7309.737009,5373.623025
2139,85.493,73.304,20.14,158.797,12.189,1.166280148,7309.053049,5373.476416
2140,85.489,73.304,20.14,158.793,12.185,1.166225581,7308.369121,5373.476416
2141,85.486,73.304,20.14,158.79,12.182,1.166184656,7307.856196,5373.476416
2142,85.482,73.303,20.14,158.785,12.179,1.166145997,7307.172324,5373.329809
2143,85.478,73.303,20.14,158.781,12.175,1.166091429,7306.488484,5373.329809
2144,85.474,73.303,20.14,158.777,12.171,1.166036861,7305.804676,5373.329809
2145,85.47,73.302,20.14,158.772,12.168,1.165998199,7305.1209,5373.183204
2146,85.466,73.302,20.15,158.768,12.164,1.16594363,7304.437156,5373.183204
2147,85.462,73.302,20.15,158.764,12.16,1.165889062,7303.753444,5373.183204
2148,85.459,73.301,20.15,158.76,12.158,1.16586404,7303.240681,5373.036601
2149,85.455,73.301,20.15,158.756,12.154,1.165809471,7302.557025,5373.036601
2150,85.451,73.301,20.15,158.752,12.15,1.165754901,7301.873401,5373.036601
2151,85.447,73.3,20.15,158.747,12.147,1.165716235,7301.189809,5372.89
2152,85.443,73.3,20.15,158.743,12.143,1.165661664,7300.506249,5372.89
2153,85.439,73.3,20.15,158.739,12.139,1.165607094,7299.822721,5372.89
2154,85.435,73.299,20.15,158.734,12.136,1.165568425,7299.139225,5372.743401
2155,85.432,73.299,20.15,158.731,12.133,1.165527497,7298.626624,5372.743401
2156,85.428,73.299,20.16,158.727,12.129,1.165472926,7297.943184,5372.743401
2157,85.424,73.298,20.16,158.722,12.126,1.165434255,7297.259776,5372.596804
2158,85.42,73.298,20.16,158.718,12.122,1.165379683,7296.5764,5372.596804
2159,85.416,73.298,20.16,158.714,12.118,1.165325111,7295.893056,5372.596804
2160,85.412,73.297,20.16,158.709,12.115,1.165286437,7295.209744,5372.450209
2161,85.408,73.297,20.16,158.705,12.111,1.165231865,7294.526464,5372.450209
2162,85.405,73.297,20.16,158.702,12.108,1.165190936,7294.014025,5372.450209
2163,85.401,73.297,20.16,158.698,12.104,1.165136363,7293.330801,5372.450209
2164,85.397,73.296,20.16,158.693,12.101,1.165097686,7292.647609,5372.303616
2165,85.393,73.296,20.16,158.689,12.097,1.165043113,7291.964449,5372.303616
2166,85.389,73.296,20.17,158.685,12.093,1.16498854,7291.281321,5372.303616
2167,85.385,73.295,20.17,158.68,12.09,1.16494986,7290.598225,5372.157025
2168,85.381,73.295,20.17,158.676,12.086,1.164895286,7289.915161,5372.157025
2169,85.378,73.295,20.17,158.673,12.083,1.164854356,7289.402884,5372.157025
2170,85.374,73.294,20.17,158.668,12.08,1.164815674,7288.719876,5372.010436
2171,85.37,73.294,20.17,158.664,12.076,1.164761099,7288.0369,5372.010436
2172,85.366,73.294,20.17,158.66,12.072,1.164706524,7287.353956,5372.010436
2173,85.362,73.293,20.17,158.655,12.069,1.16466784,7286.671044,5371.863849
2174,85.358,73.293,20.17,158.651,12.065,1.164613265,7285.988164,5371.863849
2175,85.354,73.293,20.17,158.647,12.061,1.164558689,7285.305316,5371.863849
2176,85.35,73.292,20.18,158.642,12.058,1.164520002,7284.6225,5371.717264
2177,85.347,73.292,20.18,158.639,12.055,1.16447907,7284.110409,5371.717264
2178,85.343,73.292,20.18,158.635,12.051,1.164424494,7283.427649,5371.717264
2179,85.339,73.291,20.18,158.63,12.048,1.164385805,7282.744921,5371.570681
2180,85.335,73.291,20.18,158.626,12.044,1.164331228,7282.062225,5371.570681
2181,85.331,73.291,20.18,158.622,12.04,1.164276651,7281.379561,5371.570681
2182,85.327,73.29,20.18,158.617,12.037,1.164237959,7280.696929,5371.4241
2183,85.323,73.29,20.18,158.613,12.033,1.164183381,7280.014329,5371.4241
2184,85.32,73.29,20.18,158.61,12.03,1.164142448,7279.5024,5371.4241
2185,85.316,73.289,20.18,158.605,12.027,1.164103754,7278.819856,5371.277521
2186,85.312,73.289,20.19,158.601,12.023,1.164049175,7278.137344,5371.277521
2187,85.308,73.289,20.19,158.597,12.019,1.163994597,7277.454864,5371.277521
2188,85.304,73.288,20.19,158.592,12.016,1.1639559,7276.772416,5371.130944
2189,85.3,73.288,20.19,158.588,12.012,1.163901321,7276.09,5371.130944
2190,85.296,73.288,20.19,158.584,12.008,1.163846742,7275.407616,5371.130944
2191,85.293,73.287,20.19,158.58,12.006,1.163821687,7274.895849,5370.984369
2192,85.289,73.287,20.19,158.576,12.002,1.163767107,7274.213521,5370.984369
2193,85.285,73.287,20.19,158.572,11.998,1.163712527,7273.531225,5370.984369
2194,85.281,73.286,20.19,158.567,11.995,1.163673826,7272.848961,5370.837796
2195,85.277,73.286,20.19,158.563,11.991,1.163619245,7272.166729,5370.837796
2196,85.273,73.286,20.2,158.559,11.987,1.163564664,7271.484529,5370.837796
2197,85.269,73.285,20.2,158.554,11.984,1.16352596,7270.802361,5370.691225
2198,85.266,73.285,20.2,158.551,11.981,1.163485024,7270.290756,5370.691225
2199,85.262,73.285,20.2,158.547,11.977,1.163430443,7269.608644,5370.691225
2200,85.258,73.285,20.2,158.543,11.973,1.163375861,7268.926564,5370.691225
2201,85.254,73.284,20.0,158.538,11.97,1.163337154,7268.244516,5370.544656
2202,85.25,73.284,20.2,158.534,11.966,1.163282572,7267.5625,5370.544656
2203,85.246,73.284,20.2,158.53,11.962,1.16322799,7266.880516,5370.544656
2204,85.242,73.283,20.2,158.525,11.959,1.16318928,7266.198564,5370.398089
2205,85.239,73.283,20.2,158.522,11.956,1.163148343,7265.687121,5370.398089
2206,85.235,73.283,20.21,158.518,11.952,1.16309376,7265.005225,5370.398089
2207,85.231,73.282,20.21,158.513,11.949,1.163055048,7264.323361,5370.251524
2208,85.227,73.282,20.21,158.509,11.945,1.163000464,7263.641529,5370.251524
2209,85.223,73.282,20.21,158.505,11.941,1.16294588,7262.959729,5370.251524
2210,85.219,73.281,20.21,158.5,11.938,1.162907166,7262.277961,5370.104961
2211,85.215,73.281,20.21,158.496,11.934,1.162852581,7261.596225,5370.104961
2212,85.212,73.281,20.21,158.493,11.931,1.162811643,7261.084944,5370.104961
2213,85.208,73.28,20.21,158.488,11.928,1.162772926,7260.403264,5369.9584
2214,85.204,73.28,20.21,158.484,11.924,1.162718341,7259.721616,5369.9584
2215,85.2,73.28,20.21,158.48,11.92,1.162663755,7259.04,5369.9584
2216,85.196,73.279,20.22,158.475,11.917,1.162625036,7258.358416,5369.811841
2217,85.192,73.279,20.22,158.471,11.913,1.16257045,7257.676864,5369.811841
2218,85.188,73.279,20.22,158.467,11.909,1.162515864,7256.995344,5369.811841
2219,85.185,73.278,20.22,158.463,11.907,1.162490789,7256.484225,5369.665284
2220,85.181,73.278,20.22,158.459,11.903,1.162436202,7255.802761,5369.665284
2221,85.177,73.278,20.22,158.455,11.899,1.162381615,7255.121329,5369.665284
2222,85.173,73.277,20.22,158.45,11.896,1.162342891,7254.439929,5369.518729
2223,85.169,73.277,20.22,158.446,11.892,1.162288303,7253.758561,5369.518729
2224,85.165,73.277,20.22,158.442,11.888,1.162233716,7253.077225,5369.518729
2225,85.161,73.276,20.22,158.437,11.885,1.162194989,7252.395921,5369.372176
2226,85.157,73.276,20.23,158.433,11.881,1.162140401,7251.714649,5369.372176
2227,85.154,73.276,20.23,158.43,11.878,1.16209946,7251.203716,5369.372176
2228,85.15,73.275,20.23,158.425,11.875,1.16206073,7250.5225,5369.225625
2229,85.146,73.275,20.23,158.421,11.871,1.162006141,7249.841316,5369.225625
2230,85.142,73.275,20.23,158.417,11.867,1.161951552,7249.160164,5369.225625
2231,85.138,73.274,20.23,158.412,11.864,1.16191282,7248.479044,5369.079076
2232,85.134,73.274,20.23,158.408,11.86,1.161858231,7247.797956,5369.079076
2233,85.13,73.274,20.23,158.404,11.856,1.161803641,7247.1169,5369.079076
2234,85.127,73.274,20.23,158.401,11.853,1.161762699,7246.606129,5369.079076
2235,85.123,73.273,20.23,158.396,11.85,1.161723964,7245.925129,5368.932529
2236,85.119,73.273,20.24,158.392,11.846,1.161669373,7245.244161,5368.932529
2237,85.115,73.273,20.24,158.388,11.842,1.161614783,7244.563225,5368.932529
2238,85.111,73.272,20.24,158.383,11.839,1.161576045,7243.882321,5368.785984
2239,85.107,73.272,20.24,158.379,11.835,1.161521454,7243.201449,5368.785984
2240,85.103,73.272,20.24,158.375,11.831,1.161466863,7242.520609,5368.785984
2241,85.1,73.271,20.24,158.371,11.829,1.161441771,7242.01,5368.639441
2242,85.096,73.271,20.24,158.367,11.825,1.161387179,7241.329216,5368.639441
2243,85.092,73.271,20.24,158.363,11.821,1.161332587,7240.648464,5368.639441
2244,85.088,73.27,20.24,158.358,11.818,1.161293845,7239.967744,5368.4929
2245,85.084,73.27,20.24,158.354,11.814,1.161239252,7239.287056,5368.4929
2246,85.08,73.27,20.25,158.35,11.81,1.161184659,7238.6064,5368.4929
2247,85.076,73.269,20.25,158.345,11.807,1.161145914,7237.925776,5368.346361
2248,85.073,73.269,20.25,158.342,11.804,1.161104969,7237.415329,5368.346361
2249,85.069,73.269,20.25,158.338,11.8,1.161050376,7236.734761,5368.346361
2250,85.065,73.268,20.25,158.333,11.797,1.161011629,7236.054225,5368.199824
2251,85.061,73.268,20.25,158.329,11.793,1.160957034,7235.373721,5368.199824
2252,85.057,73.268,20.25,158.325,11.789,1.16090244,7234.693249,5368.199824
2253,85.053,73.267,20.25,158.32,11.786,1.16086369,7234.012809,5368.053289
2254,85.049,73.267,20.25,158.316,11.782,1.160809096,7233.332401,5368.053289
2255,85.046,73.267,20.25,158.313,11.779,1.160768149,7232.822116,5368.053289
2256,85.042,73.266,20.26,158.308,11.776,1.160729397,7232.141764,5367.906756
2257,85.038,73.266,20.26,158.304,11.772,1.160674801,7231.461444,5367.906756
2258,85.034,73.266,20.26,158.3,11.768,1.160620206,7230.781156,5367.906756
2259,85.03,73.265,20.26,158.295,11.765,1.160581451,7230.1009,5367.760225
2260,85.026,73.265,20.26,158.291,11.761,1.160526855,7229.420676,5367.760225
2261,85.022,73.265,20.26,158.287,11.757,1.160472258,7228.740484,5367.760225
2262,85.019,73.264,20.26,158.283,11.755,1.16044715,7228.230361,5367.613696
2263,85.015,73.264,20.26,158.279,11.751,1.160392553,7227.550225,5367.613696
2264,85.011,73.264,20.26,158.275,11.747,1.160337956,7226.870121,5367.613696
2265,85.007,73.263,20.26,158.27,11.744,1.160299196,7226.190049,5367.467169
2266,85.003,73.263,20.27,158.266,11.74,1.160244598,7225.510009,5367.467169
